Created At,GitHub Handle,Country,Bio,Skills,Twitter Handle,Is Featured
2022-04-12,rrjanbiah,🇮🇳,Just another random wannabe SolidJS dev,"JavaScript, Rust, Python, PHP",rrjanbiah,1
